Post_ID,Likes,Comments,Shares,Impressions,Reach,Engagement_Rate,Total_Engagement,Calculated_Engagement_Rate,Engagement_per_Impression,Reach_Efficiency,Performance_Level
3973e47e-3840-4754-b41a-02439131d2e4,360,30,184,3649,1556,36.89,574,36.89,15.73,42.64,High
e61c0738-5e39-4929-ad9c-8c4e427a8c2e,663,178,199,4861,2863,36.33,1040,36.33,21.39,58.9,High
9336e210-307c-4205-bdbd-b5d8344298e2,903,97,139,3088,1916,59.45,1139,59.45,36.88,62.05,High
183b1301-7041-4795-bde5-53b0aed3b25e,961,284,164,4384,1552,90.79,1409,90.79,32.14,35.4,High
e3650017-b737-452e-8d77-21b8370dc60a,628,82,14,2674,2124,34.09,724,34.09,27.08,79.43,High
eb479de8-7a0d-4223-b729-1c02cdd9555e,469,489,116,4943,2581,41.61,1074,41.61,21.73,52.22,High
9aad8e1b-bb3c-46b7-aaec-8354b65743e2,305,174,105,1751,1003,58.23,584,58.23,33.35,57.28,High
b974612c-5d60-4a0f-aa3e-ac3c4ca29e0a,106,200,53,4487,3233,11.1,359,11.1,8.0,72.05,High
cf560eef-78ce-4915-beac-f1db0c88b530,567,93,88,4213,1907,39.22,748,39.22,17.75,45.26,High
a12fc748-b9dc-4b2c-a4b8-002ec1a7ddcb,938,332,121,2078,1858,74.87,1391,74.87,66.94,89.41,High
e2ca0e3c-1381-4402-a501-084f2250de78,541,293,60,4867,2016,44.35,894,44.35,18.37,41.42,High
1ab2b5c0-d4a2-461d-84fd-fa31cc7e3dc7,894,69,186,4870,1761,65.25,1149,65.25,23.59,36.16,High
d3b74d90-aee3-4507-8393-24b289d39f87,738,324,23,3825,3485,31.13,1085,31.13,28.37,91.11,High
450c94b0-2a8d-4794-895a-29ba1ac963e4,903,291,138,4674,3140,42.42,1332,42.42,28.5,67.18,High
f30da502-f1b3-4520-ab8a-a0c4d685775c,379,168,16,3931,1984,28.38,563,28.38,14.32,50.47,High
f70d2d27-70e6-4052-9ae8-135f3e673473,651,84,134,3912,1433,60.64,869,60.64,22.21,36.63,High
9659456b-8074-4c1f-9023-5107ffa73c70,542,250,71,4578,1617,53.37,863,53.37,18.85,35.32,High
68933e03-56e9-4fa6-83ed-fbbb8c19ad9c,750,68,7,4503,1076,76.67,825,76.67,18.32,23.9,High
8c16d91d-1f75-4142-b4db-dffe331d6bba,240,83,110,2410,2088,20.74,433,20.74,17.97,86.64,High
f09f5221-31d5-40c4-a76d-5cd0975ca591,226,165,146,4988,1575,34.1,537,34.1,10.77,31.58,High
982efe22-dcf7-4c43-9171-f8d26e21f378,152,28,63,2820,2573,9.44,243,9.44,8.62,91.24,Medium
605390a3-1c66-491e-966b-879d3864597d,12,494,27,4083,1114,47.85,533,47.85,13.05,27.28,High
f4431d6e-e361-4268-a67b-d80e2f059fbb,766,205,173,4705,2643,43.28,1144,43.28,24.31,56.17,High
5ccfd8e7-ad1c-43ae-85b1-e98d87b6500a,662,410,145,3701,2351,51.77,1217,51.77,32.88,63.52,High
d1b4e5b1-3fb6-41d0-b053-da803492f146,598,119,172,2946,1996,44.54,889,44.54,30.18,67.75,High
f6a818d5-60c9-46f7-8329-babf557c2d94,853,491,137,3651,2230,66.41,1481,66.41,40.56,61.08,High
c912bf8a-99e1-48ec-9809-7ffa18fa41db,372,16,26,3764,3122,13.26,414,13.26,11.0,82.94,High
4f9a6f74-dea6-407f-b23e-1fd195293bc2,266,158,2,4252,2450,17.39,426,17.39,10.02,57.62,High
bb38e088-0bd9-4d61-bf81-84405345c503,600,299,86,3287,3208,30.7,985,30.7,29.97,97.6,High
ff7087ac-d73a-4c94-89f5-77f26249fbca,687,385,148,4089,2207,55.28,1220,55.28,29.84,53.97,High
f46ce129-4cd4-4df0-8839-2480903a0267,824,485,6,4890,2543,51.71,1315,51.71,26.89,52.0,High
84dd210d-9a14-41e2-80a9-9821af43cf24,96,428,164,2677,2193,31.37,688,31.37,25.7,81.92,High
9ac95c81-fba3-44fc-876c-c1fe7ea6f7be,225,489,183,3271,1787,50.2,897,50.2,27.42,54.63,High
6a297253-5cdc-4bb7-85d9-47c4d59a8931,768,324,98,3624,1125,105.78,1190,105.78,32.84,31.04,High
7fa962c8-5fc4-4038-b4bc-ecb814c8a087,484,386,187,4735,3619,29.21,1057,29.21,22.32,76.43,High
f71c5a51-6780-4171-bc7e-72c23ec7a00b,301,237,50,3307,2899,20.28,588,20.28,17.78,87.66,High
aee9ceb4-f4eb-491c-8b4a-0003248fcbe8,576,240,49,4586,3674,23.54,865,23.54,18.86,80.11,High
a7dac0a3-49f9-4c8a-acec-08b24bff1403,352,180,159,3189,1609,42.95,691,42.95,21.67,50.45,High
6fe63329-1d5b-4ba6-974b-6b36ac5c9a05,370,112,87,2433,1874,30.36,569,30.36,23.39,77.02,High
c87366b5-7e56-46db-bb14-43c328da4fe2,461,234,18,1471,1331,53.57,713,53.57,48.47,90.48,High
a981d4ae-9da9-4bbb-a55e-683441ff4d40,488,139,70,3852,3017,23.1,697,23.1,18.09,78.32,High
b5f58f5e-7d99-4587-8700-ae185c23ec77,433,55,33,4269,3977,13.1,521,13.1,12.2,93.16,High
ea6254eb-f747-4553-85c5-63a1010243c3,805,109,151,4879,3977,26.78,1065,26.78,21.83,81.51,High
c822386e-59e5-4caf-a7c3-1cf98d4bd6f7,991,374,69,4026,3775,37.99,1434,37.99,35.62,93.77,High
e51e284e-9731-4cc7-9db3-c3446e633e9a,139,44,142,1977,1598,20.34,325,20.34,16.44,80.83,High
9a622d12-f0f6-4f78-a824-d410f79d600e,464,266,41,3404,2535,30.41,771,30.41,22.65,74.47,High
38955d66-e397-409f-9c94-e325bd5c3629,696,429,181,3396,2920,44.73,1306,44.73,38.46,85.98,High
293837ae-ddd3-4217-8667-666bf0024852,730,2,45,2289,2004,38.77,777,38.77,33.94,87.55,High
58de58cb-96ad-49cc-b849-17442f737af1,813,324,78,2602,1645,73.86,1215,73.86,46.69,63.22,High
2255aff2-268b-4bb4-bd18-6a3d1ea9cdfb,970,484,38,2333,1762,84.68,1492,84.68,63.95,75.53,High
1178271b-1890-4889-8368-1f12e6c6e914,875,206,21,3926,3624,30.41,1102,30.41,28.07,92.31,High
4915612f-ec5a-47c1-b2e9-4ad3e52d3ba0,510,148,181,3645,2645,31.72,839,31.72,23.02,72.57,High
98e9e0aa-db83-4589-8964-beee783809c1,986,253,45,4849,1333,96.32,1284,96.32,26.48,27.49,High
dd282a42-be58-4779-92d8-a6cae5e26b73,751,200,159,4951,1000,111.0,1110,111.0,22.42,20.2,High
32ebe516-aac0-4c1b-9207-97cf2c8ad81c,765,354,68,4397,1832,64.79,1187,64.79,27.0,41.66,High
7df1cf52-dfd0-4c58-b4d8-358a831fcc78,861,150,177,2792,1642,72.35,1188,72.35,42.55,58.81,High
5d3b3dbd-96b3-4656-8c3c-5c8dd38ca380,200,377,106,1978,1061,64.37,683,64.37,34.53,53.64,High
9ce5f980-d897-4199-ad27-af8e2f61f933,323,129,16,3225,2724,17.18,468,17.18,14.51,84.47,High
b108299b-a9cb-4fce-bbb1-0fdd8c45874d,898,123,170,4894,3260,36.53,1191,36.53,24.34,66.61,High
b60449e3-637d-4a94-ba0b-ca025c5e6768,30,249,10,3426,1313,22.01,289,22.01,8.44,38.32,High
ea0be7cc-0718-4326-9dea-861dc08adb2e,612,326,186,4749,1180,95.25,1124,95.25,23.67,24.85,High
fdcdf1f9-f043-478a-b9a0-4b558c51ccd5,69,218,55,2558,1132,30.21,342,30.21,13.37,44.25,High
23eb6ff4-670e-4273-86ed-d9c47f46720f,571,364,115,4460,1033,101.65,1050,101.65,23.54,23.16,High
698af812-4f79-4181-8498-b76e153ce753,538,382,59,4613,3253,30.1,979,30.1,21.22,70.52,High
3cb0c686-e858-488c-b06a-9ae667dc39d3,249,237,151,4026,1664,38.28,637,38.28,15.82,41.33,High
85cf53c1-f697-464d-8471-c8648d42b7d6,22,361,21,4329,2049,19.72,404,19.72,9.33,47.33,High
5790a224-6849-4439-ade2-3cfb25c296d4,14,5,142,3936,1159,13.89,161,13.89,4.09,29.45,High
4251ba8c-78b6-4561-9279-d2c6234015b3,64,385,42,2026,1522,32.26,491,32.26,24.23,75.12,High
c9eed6f4-0c77-4034-a25e-8e818870caeb,910,38,147,4018,1992,54.97,1095,54.97,27.25,49.58,High
b35d161b-9a92-4ea4-b911-c1c603ca43e3,734,122,115,2966,1274,76.22,971,76.22,32.74,42.95,High
263f8a29-954e-43a8-847d-8ef2666c30ad,624,11,36,4449,1789,37.51,671,37.51,15.08,40.21,High
33bf633a-98d9-4b2e-8bc8-d439014e1fd6,711,113,194,3716,1176,86.56,1018,86.56,27.4,31.65,High
d808df51-b7c7-4fa7-9db5-75c404703628,505,70,132,2158,1956,36.15,707,36.15,32.76,90.64,High
f45229c8-8f1e-45c5-af9d-7d4d5163a5d0,454,304,109,2794,2545,34.07,867,34.07,31.03,91.09,High
c816fe6d-5e65-466b-bd7f-219935a6be3d,156,272,141,4975,3732,15.25,569,15.25,11.44,75.02,High
899c391a-ff39-4ed4-be27-71a5e709b93d,244,174,33,4173,1566,28.8,451,28.8,10.81,37.53,High
307789aa-933d-4b8a-a0ef-478f95cb27ef,842,111,169,3871,1598,70.21,1122,70.21,28.98,41.28,High
face3a3f-a6e2-4290-888a-745b71dfd559,772,340,67,1180,1067,110.5,1179,110.5,99.92,90.42,High
8eaf7807-65ac-4835-80f1-fb017bd2a1c0,936,371,64,2330,1954,70.16,1371,70.16,58.84,83.86,High
c5cde043-f3ef-4645-9e25-9334ba2dc820,379,47,161,4712,3596,16.32,587,16.32,12.46,76.32,High
fc69bace-80ba-41d7-8677-44a3edbbfe26,698,128,80,4122,1945,46.58,906,46.58,21.98,47.19,High
9758edb7-a199-4f72-9346-894619f68fb0,522,369,148,2770,2413,43.06,1039,43.06,37.51,87.11,High
fee88c40-8585-4cfb-931f-92bad2526ec4,360,18,136,4573,1563,32.89,514,32.89,11.24,34.18,High
df4b0609-074b-407f-adc8-405fe818b734,182,249,22,4303,2681,16.9,453,16.9,10.53,62.31,High
4413500c-167a-45a8-9edc-2100a9639e81,432,139,104,4157,1172,57.59,675,57.59,16.24,28.19,High
fc9661dd-b18e-44f7-8b25-7f430d16ac06,161,194,131,2732,2538,19.15,486,19.15,17.79,92.9,High
2f42c273-ff92-40d8-92e7-0547b777ad63,280,90,87,3878,3318,13.77,457,13.77,11.78,85.56,High
57ffe114-7519-45f3-8a1e-e9c0ce2bd887,361,405,84,4444,3283,25.89,850,25.89,19.13,73.87,High
40dc2f9d-cc04-4666-8564-98fbf61d3d1f,756,119,105,4718,4293,22.83,980,22.83,20.77,90.99,High
686e3278-91a0-473c-b5c6-0761cd5abe21,102,61,104,4449,2807,9.51,267,9.51,6.0,63.09,Medium
687dceb2-b870-477f-a02b-17875f6a6d91,36,457,173,3935,3726,17.87,666,17.87,16.93,94.69,High
4978003d-817f-4441-b73d-2fdd0b1e1bc0,148,298,75,3261,1013,51.43,521,51.43,15.98,31.06,High
f7898ad0-1e18-49f0-8031-4a72782c5d96,381,226,24,4618,1069,59.03,631,59.03,13.66,23.15,High
0592fa45-d7a9-428c-8133-b2141b9f96cc,868,331,3,1807,1091,110.17,1202,110.17,66.52,60.38,High
f58562d7-7680-495f-a092-0e4b899adf0a,85,424,136,3924,3472,18.58,645,18.58,16.44,88.48,High
3e47fd8a-e3f3-49a1-a498-6c96430bab7e,798,308,139,4412,2482,50.16,1245,50.16,28.22,56.26,High
14ea622e-359e-46e6-a1d9-f18d12daef86,645,46,111,2307,1904,42.12,802,42.12,34.76,82.53,High
c0fbb876-fbf1-4715-8565-c8efa955a993,300,318,108,3104,2514,28.88,726,28.88,23.39,80.99,High
44ac3574-c4ed-4f64-98f2-3dea0e4d8bbb,531,237,98,4048,1562,55.44,866,55.44,21.39,38.59,High
d7e0ed06-d456-4011-9b65-f723b310e36b,533,437,154,2514,1559,72.1,1124,72.1,44.71,62.01,High
71d51f67-85f5-4403-a482-c0b8f411b5a1,350,226,34,1909,1680,36.31,610,36.31,31.95,88.0,High
9614d8c9-6dd8-4f38-9d50-1716da870c7a,158,456,9,4598,4167,14.95,623,14.95,13.55,90.63,High
357d2dd6-a247-4237-8be4-238eb990f3b2,206,360,94,4842,4193,15.74,660,15.74,13.63,86.6,High
b4a5090e-72d4-44be-861d-93f977da66e6,300,453,172,4939,3766,24.56,925,24.56,18.73,76.25,High
f9570ebc-95da-4975-89de-612e7555a0f1,803,163,192,2086,1391,83.25,1158,83.25,55.51,66.68,High
6fe3500a-4f39-4626-afbc-7212af5c4ba6,541,88,100,3288,1721,42.36,729,42.36,22.17,52.34,High
9525fe8b-76a8-4c18-b4fa-d20d5231933f,424,100,156,4709,4019,16.92,680,16.92,14.44,85.35,High
af2d83a2-7662-4597-90e3-1dcc6e63bcf1,593,40,197,2992,2501,33.19,830,33.19,27.74,83.59,High
30104785-0621-42dc-8d29-d629eca13038,134,248,125,4404,2065,24.55,507,24.55,11.51,46.89,High
4a73621b-f2f1-41df-b84a-6fed717e5059,142,322,71,3992,3217,16.63,535,16.63,13.4,80.59,High
e30419d7-2db5-4a45-8b18-ac0179abfa0d,381,15,179,4347,4028,14.28,575,14.28,13.23,92.66,High
5e8f22d8-5835-4ca9-b02e-ebf1eb7c5c20,573,237,199,2719,2258,44.69,1009,44.69,37.11,83.05,High
1924ba0f-9dd2-4562-8434-1f6e305064d4,579,286,63,1303,1072,86.57,928,86.57,71.22,82.27,High
d14fd38e-5cdb-4b3b-96ce-aeef25ffc5c3,571,171,60,4255,1017,78.86,802,78.86,18.85,23.9,High
9ef78131-63ca-431d-b47b-5890b114bc3e,484,234,61,2921,1911,40.76,779,40.76,26.67,65.42,High
a8250944-c403-4485-9fc7-9e0c6dbeec78,626,114,43,4116,3289,23.81,783,23.81,19.02,79.91,High
4a78999b-3019-42f2-a6f2-d2734fbeaa7b,902,275,60,2594,1442,85.78,1237,85.78,47.69,55.59,High
eb404fe3-3d36-41f2-9571-18d75294e6a2,307,170,198,4415,3045,22.17,675,22.17,15.29,68.97,High
51489bc9-e74a-4d6d-950c-8e9f1e6731d1,456,58,12,4899,2794,18.83,526,18.83,10.74,57.03,High
e01a50df-d61e-43e1-aabe-efda107a43ce,366,495,107,4184,2884,33.56,968,33.56,23.14,68.93,High
188fac07-8e9c-428c-95ae-4d179da385ef,930,91,89,3995,1636,67.85,1110,67.85,27.78,40.95,High
83c1a7d7-1c44-49c8-927f-b1dcaad444b8,435,139,57,2478,2414,26.14,631,26.14,25.46,97.42,High
ad3d7867-0bff-4aa2-9114-e3dc89b4eb99,232,447,124,2766,2668,30.1,803,30.1,29.03,96.46,High
0446e9e4-a92e-4893-a675-4fe82d661c77,521,398,11,2549,1235,75.3,930,75.3,36.48,48.45,High
13cac009-e739-45e9-883d-608301bad151,528,400,153,2444,1252,86.34,1081,86.34,44.23,51.23,High
cb3c2d47-fab4-4712-8a29-d61a9c7bc740,31,316,92,4888,4253,10.32,439,10.32,8.98,87.01,High
5b189fc9-72c4-495f-8a83-91e9eca6a104,585,157,59,3655,1234,64.91,801,64.91,21.92,33.76,High
1de93a08-fa8a-44e9-9730-8737b98ac9fc,682,119,110,3127,2833,32.16,911,32.16,29.13,90.6,High
23e48246-2819-49e9-8321-8e5fadc3521c,931,147,43,3411,3133,35.78,1121,35.78,32.86,91.85,High
56417ee1-3277-4030-a1bb-4b8cb29a297d,528,347,157,4434,3997,25.82,1032,25.82,23.27,90.14,High
4ba62120-bfd3-4e3e-b19e-414320e7c3c6,201,440,196,2920,1148,72.91,837,72.91,28.66,39.32,High
ab873f82-152c-4bf4-b7cd-8d0e99ba7cfd,724,478,11,3845,1571,77.21,1213,77.21,31.55,40.86,High
17d54e4c-5853-48df-bbe0-d23dbc1cf340,180,130,135,2518,1839,24.2,445,24.2,17.67,73.03,High
23bd1834-65a8-46b0-9c30-6edafd9a5651,583,128,74,4532,4013,19.56,785,19.56,17.32,88.55,High
dea2c573-ba4b-470f-bdd8-7b705db8e417,624,210,20,4182,2209,38.66,854,38.66,20.42,52.82,High
5aba9fae-312a-4876-95ca-b79c7095cea3,55,99,175,3919,1780,18.48,329,18.48,8.39,45.42,High
4f41a86d-a4d5-4080-bd62-89766f30b01d,281,484,16,3122,2032,38.44,781,38.44,25.02,65.09,High
53034272-e3e9-4e92-87ec-232983ce9730,852,341,109,4738,2970,43.84,1302,43.84,27.48,62.68,High
e6d4a331-026b-46ea-899b-55679d3a13ba,530,401,53,4921,2761,35.64,984,35.64,20.0,56.11,High
ce578496-8626-4281-80af-8293d666feb9,869,285,108,3502,2138,59.03,1262,59.03,36.04,61.05,High
7dfb367e-7ace-477e-a469-bdc0480001ab,613,105,78,3408,2372,33.56,796,33.56,23.36,69.6,High
e0a1b3ea-352f-42d5-baac-1db0806eb3b3,652,226,34,3327,2695,33.84,912,33.84,27.41,81.0,High
b179c6ed-29d5-435c-bc10-a692dcf6662c,216,15,183,4325,2415,17.14,414,17.14,9.57,55.84,High
5ccfc468-8c94-41d7-9ac9-29cc7e7ab5c4,24,131,147,4993,2311,13.07,302,13.07,6.05,46.28,High
572f45f9-4f68-4ac7-b691-2a912c54d825,809,148,143,4731,2657,41.4,1100,41.4,23.25,56.16,High
5731e107-07f2-4770-bf31-1c269314532b,77,147,120,1203,1176,29.25,344,29.25,28.6,97.76,High
79bdf5fa-061c-4856-8d67-df5b53439307,977,173,66,3847,2016,60.32,1216,60.32,31.61,52.4,High
c8e3dfe0-bfe5-4f7f-b6d8-a5687729560e,617,71,7,4850,4497,15.45,695,15.45,14.33,92.72,High
f90cd3c8-226a-41d1-97bd-ea95cbe3cc93,564,193,25,1656,1050,74.48,782,74.48,47.22,63.41,High
0a5db9de-3840-4205-81db-37bf12b14b28,442,441,27,3216,3130,29.07,910,29.07,28.3,97.33,High
404b4fb5-cced-4864-abd3-f3c3aacdeafd,26,371,153,4537,1881,29.24,550,29.24,12.12,41.46,High
267f3830-20ab-45db-b4ae-f0e876328db6,756,87,155,2801,2780,35.9,998,35.9,35.63,99.25,High
d7516236-3b03-488c-a88c-0073edb1dd68,322,311,61,4627,3008,23.07,694,23.07,15.0,65.01,High
98fa1c4a-552b-429a-9881-0a16e6c847c2,971,23,27,3552,2849,35.84,1021,35.84,28.74,80.21,High
4e5d5ad3-9f41-4bb1-b9b7-6a7123c7a877,771,456,150,4202,4086,33.7,1377,33.7,32.77,97.24,High
a86771f0-ef62-47e7-afa3-9e955adc55b3,64,385,169,4441,3305,18.7,618,18.7,13.92,74.42,High
8113a21b-5dda-4f0b-aa50-7e4f99499db6,298,452,165,2061,1586,57.69,915,57.69,44.4,76.95,High
ef2b3b4f-052c-47d9-bba2-27e4f3d75ac8,23,161,187,1344,1047,35.43,371,35.43,27.6,77.9,High
5d408597-56bc-4081-b462-a2de32d34f69,407,433,141,1220,1004,97.71,981,97.71,80.41,82.3,High
0adcfdd3-52b6-443c-afbb-376f0d78ecc4,791,179,27,3689,2896,34.43,997,34.43,27.03,78.5,High
577fc848-9ccb-4ba5-9b71-9604200687ff,997,253,171,4972,2260,62.88,1421,62.88,28.58,45.45,High
be02c96e-d797-4e8f-9be7-afe9c683296a,404,356,3,4354,2644,28.86,763,28.86,17.52,60.73,High
05145d81-2fb8-4b86-b420-1f1e5bab1b33,326,149,74,4143,3838,14.3,549,14.3,13.25,92.64,High
4fa789fc-d408-46a7-a9bd-b675c5280788,345,160,49,4980,3386,16.36,554,16.36,11.12,67.99,High
ff11838b-735a-440e-bad2-2a1ac06d82a1,405,239,177,4453,3147,26.09,821,26.09,18.44,70.67,High
b7533198-6a8c-405e-993f-01aa07785fb2,311,425,196,3339,3321,28.06,932,28.06,27.91,99.46,High
ea1b2f27-8838-432c-9c06-d90a1da19fb5,604,422,144,2676,1567,74.66,1170,74.66,43.72,58.56,High
52d92f91-2a3a-46ff-b0da-7c58c79ff2c0,357,127,179,4289,2167,30.6,663,30.6,15.46,50.52,High
9d7f62ee-9959-4c46-8494-7b2563139122,615,354,134,4648,1779,62.0,1103,62.0,23.73,38.27,High
60bf7d86-08c0-4c0a-8025-0b185fad8761,347,192,37,3749,1265,45.53,576,45.53,15.36,33.74,High
d8869382-1588-48a4-b47d-cbdfe83147c0,335,499,60,3947,1188,75.25,894,75.25,22.65,30.1,High
93841abf-5767-40ba-9e04-4f113632e9d1,479,340,33,1885,1155,73.77,852,73.77,45.2,61.27,High
f8a57ee6-5a27-438b-8b36-1bb046524494,236,183,173,4643,3977,14.89,592,14.89,12.75,85.66,High
72d96e76-322c-4b82-9c6c-072bff293470,833,128,175,3001,1746,65.06,1136,65.06,37.85,58.18,High
b961fb9a-f342-4cfb-8947-5dc902daa675,514,396,15,4983,4436,20.85,925,20.85,18.56,89.02,High
67931716-b05a-410f-889b-69085acc833f,936,439,158,3970,2296,66.77,1533,66.77,38.61,57.83,High
6ec88d3e-e31e-42c4-acc1-6d62acccdc9b,560,222,86,4393,2214,39.21,868,39.21,19.76,50.4,High
d1876216-d530-491a-b4b5-2990a248f6f9,169,291,105,2699,1906,29.64,565,29.64,20.93,70.62,High
16732661-084e-44d8-b6bb-e7a1074aee09,927,155,94,3213,1844,63.77,1176,63.77,36.6,57.39,High
1fa9e14f-67e5-4dc8-93ca-e5b51e87c6cc,145,303,57,4755,2072,24.37,505,24.37,10.62,43.58,High
b7f632f4-9c56-4b00-b5b1-efafc4903cde,241,73,106,3847,1046,40.15,420,40.15,10.92,27.19,High
37579bbd-c52c-46e7-88aa-074a2026843e,918,325,25,2677,2485,51.03,1268,51.03,47.37,92.83,High
512b77ad-91e9-4285-a30f-6c012b96a16e,200,488,60,4824,2503,29.88,748,29.88,15.51,51.89,High
7cf00435-4c6b-4a2b-ab86-61deb3121ad2,422,364,63,4445,3543,23.96,849,23.96,19.1,79.71,High
7206163c-b3da-41d6-aff8-d8a1f0750ca7,274,62,78,3383,2859,14.48,414,14.48,12.24,84.51,High
7bd578f7-ba7e-43d2-8c44-3b93bbb0fe4e,888,58,116,4602,3894,27.27,1062,27.27,23.08,84.62,High
f640c667-19cc-4f48-a394-95adcdd64a59,180,170,27,4985,2984,12.63,377,12.63,7.56,59.86,High
aa8e4106-59d9-4497-8003-a6cf57350eed,862,71,154,3199,2552,42.59,1087,42.59,33.98,79.77,High
b6f2ec5b-86ce-4be2-a204-e856a9cf6bd6,612,297,176,3842,3545,30.61,1085,30.61,28.24,92.27,High
3accfbee-eedf-4e4e-8366-c5478611aedb,954,413,110,4477,3753,39.36,1477,39.36,32.99,83.83,High
c4a72d5d-35ff-47cc-af46-9dae5ea166ba,717,340,74,4996,2991,37.81,1131,37.81,22.64,59.87,High
06c79909-7e7c-4f65-a4a8-3ddafa6ab385,644,264,57,1915,1026,94.05,965,94.05,50.39,53.58,High
9892567f-7779-4d18-8da7-4a028886c287,503,162,114,2131,1873,41.59,779,41.59,36.56,87.89,High
d4d60fa0-401f-4a9d-9771-8b4106c46b02,164,202,99,4846,2074,22.42,465,22.42,9.6,42.8,High
b5daa357-ae64-48b3-b598-fa436a3cce72,934,398,190,4799,3611,42.15,1522,42.15,31.71,75.24,High
9e1887d9-99dc-4d79-a4b9-1107fcbac09b,681,463,140,1256,1057,121.48,1284,121.48,102.23,84.16,High
c2ae0b60-6adf-4dc9-9f88-5fc1560f8e2f,382,2,125,3679,1542,33.01,509,33.01,13.84,41.91,High
98e77d59-36d1-4fc4-8aea-768ee288ade8,204,80,46,2393,1558,21.18,330,21.18,13.79,65.11,High
7cbfe0c4-d296-409a-a0f3-bdb01735a651,268,350,145,4762,4533,16.83,763,16.83,16.02,95.19,High
e8c1c7a5-b3ab-4171-8b86-8433c2324cac,925,173,11,4552,2183,50.8,1109,50.8,24.36,47.96,High
8147143c-469b-4275-b411-b03f1d69222f,704,463,69,3688,3209,38.52,1236,38.52,33.51,87.01,High
a618ea9d-e597-41c9-ae9d-f8eb069cc779,373,288,191,4312,2437,34.96,852,34.96,19.76,56.52,High
f98e8739-220c-4ffd-8546-7f2302fb5195,415,490,104,1248,1064,94.83,1009,94.83,80.85,85.26,High
e3589695-699f-4bc0-8f03-2986b2d5d6df,1000,97,41,2543,2073,54.9,1138,54.9,44.75,81.52,High
b50eefbc-d346-400b-9643-37d84e07bd0b,454,463,158,1441,1270,84.65,1075,84.65,74.6,88.13,High
52299c1e-5666-4cca-a90c-2ad9c98d917a,571,350,192,2793,2257,49.31,1113,49.31,39.85,80.81,High
fc18e23e-ced0-4565-9b07-5795fd187ff5,162,6,32,2798,1331,15.03,200,15.03,7.15,47.57,High
2a2b3ff4-025b-4465-ae37-0a751028aedc,691,282,24,3991,3267,30.52,997,30.52,24.98,81.86,High
49afb67b-a702-4d98-8f9a-cb06fb017757,993,375,90,4471,1998,72.97,1458,72.97,32.61,44.69,High
006f7431-04c8-4157-a49d-90cf3ecd39b6,374,341,29,2836,1428,52.1,744,52.1,26.23,50.35,High
75e78b14-625f-434a-9fce-748bcedc7dc1,636,438,187,4387,2502,50.4,1261,50.4,28.74,57.03,High
a33a8fed-9664-4563-83c1-c9b05e4cda94,624,414,125,4510,2521,46.13,1163,46.13,25.79,55.9,High
945cb8f6-7666-4c7d-a345-e052cc326a94,108,216,60,3871,2040,18.82,384,18.82,9.92,52.7,High
2e876184-9ae1-4a44-9864-18b23188e62b,459,81,186,4430,2175,33.38,726,33.38,16.39,49.1,High
bfff73c5-fbc9-48af-bbb5-2feede62aa38,467,104,171,4331,3317,22.37,742,22.37,17.13,76.59,High
8a613236-4618-455f-90be-386b75ab9dc1,353,187,185,2947,1423,50.95,725,50.95,24.6,48.29,High
0550cbff-00dd-4637-8af6-628b68716766,818,168,152,4734,4605,24.71,1138,24.71,24.04,97.28,High
a1f54527-2382-49ec-98a3-e82d577f7620,712,222,158,3476,2214,49.32,1092,49.32,31.42,63.69,High
c377b652-4865-4abb-a16e-5bad7972107f,433,401,76,4898,1024,88.87,910,88.87,18.58,20.91,High
54619b1a-b687-453a-b6eb-c7e8647a2588,577,265,77,2611,1766,52.04,919,52.04,35.2,67.64,High
20ecdb25-ca32-40c4-bc02-0153ce2f19ec,370,453,57,3689,2837,31.02,880,31.02,23.85,76.9,High
9be9420c-3140-4cc6-ba10-6d3c2c7a93d0,879,156,199,4743,1183,104.31,1234,104.31,26.02,24.94,High
233db8d6-529a-4b03-931d-c26adf92227a,338,496,32,3667,1365,63.44,866,63.44,23.62,37.22,High
2a0791da-8211-402e-bdfc-6499905ee831,983,380,143,4070,3299,45.65,1506,45.65,37.0,81.06,High
94a17ebc-12dc-4c8c-9d68-21a56535a7b1,142,110,200,3299,2573,17.57,452,17.57,13.7,77.99,High
52c1fc92-e345-4c95-89cf-72e4ff99bd66,808,329,124,4185,3541,35.61,1261,35.61,30.13,84.61,High
cbc42c46-16b1-4ac7-9534-458513f6be75,686,188,25,3567,1024,87.79,899,87.79,25.2,28.71,High
cbdca716-0763-4117-9258-b0e9500128c2,352,51,34,4641,2466,17.72,437,17.72,9.42,53.14,High
4ef3cfbf-e1b5-4846-8326-0b25e51e1cca,179,322,41,2441,1584,34.22,542,34.22,22.2,64.89,High
d81a85c4-e688-4023-923e-fbd01153c8df,971,99,108,3497,1230,95.77,1178,95.77,33.69,35.17,High
841d164c-38de-414f-a05d-1ebf3c4ffb7b,354,156,74,4409,1314,44.44,584,44.44,13.25,29.8,High
12bd1b62-b9f0-41a2-8166-b948a5444d54,592,230,141,4018,1474,65.33,963,65.33,23.97,36.68,High
42d81e89-aa13-4e29-8a6d-71e6418292fc,243,201,56,3245,2506,19.95,500,19.95,15.41,77.23,High
3de21478-2e33-48a0-b953-c11c64f28b32,881,282,86,2447,1873,66.68,1249,66.68,51.04,76.54,High
