Post_ID,Platform_ID,Platform,Post_Type,Post_Content,Post_Timestamp,Date,Weekday_Type,Time,Time_Period,Sentiment,Campaign_ID,Campaign_Key,Influencer_ID,Influencer_Key
90709095-b4fe-40da-9dca-35a8e4f3679f,1,Instagram,Video,Finally deep evening health total.,2024-02-06 00:44:20,2024-02-06,Weekday,00:44:20,Night,,,,,
b84606c9-7f09-4c6b-b5e1-683c80c034c2,3,Twitter,Image,Memory road air less card detail.,2023-04-14 21:26:22,2023-04-14,Weekday,21:26:22,Evening,Positive,,,c65ebe6a-c07a-4a13-868c-9c2c102c01f4,411
644425b0-4e63-4b19-a069-43409fea07ed,3,Twitter,Link,Campaign tree practice part country responsibility allow.,2023-04-21 21:06:09,2023-04-21,Weekday,21:06:09,Evening,Positive,,,,
760e8c65-da8f-4e2a-97fc-85e62e0a1ab2,1,Instagram,Link,Full blood want true everybody minute suggest.,2021-06-08 19:53:53,2021-06-08,Weekday,19:53:53,Evening,Negative,4cbab3dc-1ac7-4264-9a9f-25d00fd16e6b,855,,
e84af45e-918b-4439-aca3-08f9be1b5f03,4,LinkedIn,Link,Hold condition happen leg.,2022-04-19 23:48:19,2022-04-19,Weekday,23:48:19,Night,Neutral,,,,
eca5e0f6-7861-4e25-bd5f-ab0df18e6cdb,1,Instagram,Link,Little fill side well drop above.,2022-06-24 15:02:53,2022-06-24,Weekday,15:02:53,Afternoon,,c1279385-8ba7-4f51-a7eb-84ed001691a3,856,,
649af4c8-aa7e-4f12-8f6a-503cdb4653ab,2,Facebook,Link,Full drop agreement high get none important.,2023-11-27 00:49:56,2023-11-27,Weekday,00:49:56,Night,,,,,
975df742-8a33-45a9-a8b5-08ce247dc8cc,1,Instagram,Image,Letter detail blue.,2022-08-10 19:47:03,2022-08-10,Weekday,19:47:03,Evening,Negative,,,31e91bc5-55af-48e2-a2b9-97108f65214a,412
0f5644c6-8032-40a1-97cb-7f03f9100f6a,2,Facebook,Video,Assume watch best participant.,2022-05-22 22:06:24,2022-05-22,Weekend,22:06:24,Night,,,,,
00e408e7-92c5-4139-afbf-a11db210c96f,2,Facebook,Link,Enjoy moment short into work bill politics.,2022-03-16 01:05:39,2022-03-16,Weekday,01:05:39,Night,Neutral,,,,
2c66d485-1954-4422-b8cc-fb8037c0b5a7,1,Instagram,Image,Story door plan so finally make.,2022-04-30 02:42:38,2022-04-30,Weekend,02:42:38,Night,Positive,c377c16c-e661-4406-b28b-3c482e1f718c,857,,
0a896a1f-276c-4fa0-bd5c-c9bba7a3948c,3,Twitter,Link,Exactly land natural should threat size manage myself.,2023-11-26 16:53:44,2023-11-26,Weekend,16:53:44,Afternoon,Neutral,,,,
b3e69a9e-492e-4dc7-87d9-c43c1f19ceb8,1,Instagram,Link,Fear soldier example art woman contain probably.,2023-04-28 08:11:08,2023-04-28,Weekday,08:11:08,Morning,Positive,,,,
fb441ddc-0634-4c27-a9be-edd96878de8c,2,Facebook,Link,Top bad whom protect kid military.,2023-01-26 16:57:16,2023-01-26,Weekday,16:57:16,Afternoon,,,,,
00f4d5e8-1cdc-4d3f-bf6f-a3b5779b5d09,4,LinkedIn,Video,System matter collection out onto choose.,2022-10-13 05:22:42,2022-10-13,Weekday,05:22:42,Night,,,,,
d2b222c7-c1fd-453c-a7a8-bc5671db9893,4,LinkedIn,Video,Pressure clearly art reason along wrong radio.,2021-07-24 14:01:34,2021-07-24,Weekend,14:01:34,Afternoon,,,,,
64aa963f-69f9-4b95-a659-1a03e71786c4,3,Twitter,Image,Society per late paper stuff contain reduce.,2022-05-24 20:14:49,2022-05-24,Weekday,20:14:49,Evening,Positive,,,,
17f1c282-54eb-42cb-9f47-2bc1e18e0d6d,3,Twitter,Video,Arrive how environment its sound senior grow.,2023-07-08 20:46:57,2023-07-08,Weekend,20:46:57,Evening,Negative,,,206838aa-dd25-4f38-9667-c6d105efe7fd,413
1907143e-0ee7-4968-b651-e0662ec49fc8,4,LinkedIn,Video,Mrs record improve dinner health staff important.,2021-11-29 15:31:09,2021-11-29,Weekday,15:31:09,Afternoon,,,,,
28b7f28d-a64d-4dfb-a17b-46d83d4c08ef,4,LinkedIn,Video,Air service born our how physical back.,2023-03-26 15:43:36,2023-03-26,Weekend,15:43:36,Afternoon,,,,6a74d750-f1ca-45cc-8d3b-48347fc7b8e4,414
68963914-655d-42e9-a6f4-e625cd90003d,2,Facebook,Video,Civil yourself simple.,2023-02-05 21:09:07,2023-02-05,Weekend,21:09:07,Evening,Neutral,,,,
1b6ce674-2b93-4f93-9d94-907afccae119,1,Instagram,Image,Early husband Congress skill agency pressure structure.,2022-10-05 14:10:52,2022-10-05,Weekday,14:10:52,Afternoon,Positive,9a2372c7-3c27-4d7d-bb98-ae4ef307d085,858,,
fb919719-76af-48c5-bb2d-0f57b156e432,4,LinkedIn,Video,Impact machine everyone store task writer.,2021-04-24 14:34:30,2021-04-24,Weekend,14:34:30,Afternoon,,,,,
1abdf704-1cbf-41e4-b79e-55a8cbeed670,3,Twitter,Image,Point add but other name his debate.,2023-03-18 14:54:28,2023-03-18,Weekend,14:54:28,Afternoon,,,,,
0da5963e-7ba3-44e0-8fc5-07cb7872f336,4,LinkedIn,Image,Skill scientist citizen want market there.,2023-02-01 03:39:43,2023-02-01,Weekday,03:39:43,Night,Negative,,,8bf01db9-e873-4f52-bd82-001f4a94b6d1,415
bace3ca9-f1ad-4225-b9f7-067befe15ba8,3,Twitter,Link,Just participant just across story.,2021-03-27 22:05:21,2021-03-27,Weekend,22:05:21,Night,,,,9f3b6609-ff84-495e-af7c-73d5facf4524,416
7726dae6-9930-4783-8191-2eda96843296,1,Instagram,Image,Republican get say though rate per.,2021-07-27 00:21:30,2021-07-27,Weekday,00:21:30,Night,Negative,,,,
c1e2e0b6-d9b9-4ea2-9839-6af34fdf625a,3,Twitter,Image,Piece hard main know success name above.,2021-11-22 09:42:56,2021-11-22,Weekday,09:42:56,Morning,,,,,
9ad964c6-2c7b-4aee-adf9-42299a5012ed,1,Instagram,Image,Account a with writer it plant author ask.,2021-09-07 16:09:16,2021-09-07,Weekday,16:09:16,Afternoon,,,,,
d72bb567-9a15-49fa-badb-719f00d437c3,3,Twitter,Link,Government issue main red white bit.,2024-01-16 04:04:03,2024-01-16,Weekday,04:04:03,Night,,a95e7f29-d5a2-4731-b800-e67791a36de3,859,,
8f17494b-66dc-44fa-85f7-f2834997993b,3,Twitter,Link,Claim behavior reach offer tax after.,2022-05-08 01:16:26,2022-05-08,Weekend,01:16:26,Night,,,,,
f2936672-ac22-498b-af14-fb44d08a270d,2,Facebook,Image,Maybe return themselves word hospital thought start.,2021-04-29 01:44:06,2021-04-29,Weekday,01:44:06,Night,,,,,
7a0620e6-fda1-4f41-bc70-6203e9cb8c94,4,LinkedIn,Image,At care part wife now sell.,2023-07-30 12:02:00,2023-07-30,Weekend,12:02:00,Afternoon,Negative,,,8bd7ff7a-1bbb-4d69-b07d-f985e102bc53,417
cae1d3fb-0d48-4c5f-ae92-2db1568063d4,2,Facebook,Image,Bring course international whose energy west.,2022-07-05 03:07:04,2022-07-05,Weekday,03:07:04,Night,,,,,
a09517e6-9246-41b0-a7c8-c12e16bfd68e,3,Twitter,Image,Region television join Democrat case generation build.,2021-06-20 09:20:52,2021-06-20,Weekend,09:20:52,Morning,Negative,7d8520b1-82cb-4cee-8804-311c303f722e,860,,
196b2d44-cca0-4579-aa7d-bf534602ddc3,4,LinkedIn,Image,Win student pattern near billion.,2021-09-09 04:03:57,2021-09-09,Weekday,04:03:57,Night,Positive,cd013ba5-308f-40cd-b06a-77806b0ee332,861,,
369a7f52-103c-4449-98f8-0557822b8e58,3,Twitter,Image,Better cut ever leg partner story.,2021-03-18 20:28:13,2021-03-18,Weekday,20:28:13,Evening,Neutral,,,,
2f2db1e7-fcc0-41d4-9f4b-94e50daf90e9,1,Instagram,Video,Off significant work short citizen.,2021-08-13 08:16:37,2021-08-13,Weekday,08:16:37,Morning,Positive,,,,
c5f79160-5f6a-4ca0-b4fe-6731de07ee43,2,Facebook,Video,Pick story range summer tree if sea.,2023-08-31 10:27:35,2023-08-31,Weekday,10:27:35,Morning,,85c5558d-e452-4506-b699-b328e67c15ae,862,f5abf711-259c-4f35-adf5-a9e175817a0f,418
da372039-e9d3-4475-bcb4-26e900adea93,2,Facebook,Image,Determine do conference yeah.,2023-05-27 14:35:07,2023-05-27,Weekend,14:35:07,Afternoon,Neutral,15f8082a-dd69-4d31-862b-1822cbc222a1,863,,
5a0644d7-ba9b-43b5-963e-7834181d68f7,1,Instagram,Image,Difficult expert go.,2022-09-15 17:37:12,2022-09-15,Weekday,17:37:12,Afternoon,Positive,041cf7d4-2694-4d00-adca-e1767d7f5c0e,864,,
0aec464e-b211-44d9-bedc-9a11408d19c0,2,Facebook,Video,I leader stuff they produce leader modern.,2022-08-16 23:37:49,2022-08-16,Weekday,23:37:49,Night,Positive,,,,
1b26e830-d913-44a9-96ec-6a6010053cb7,4,LinkedIn,Link,Other finish glass here.,2022-02-11 14:21:30,2022-02-11,Weekday,14:21:30,Afternoon,,dabfd8e4-57b3-40a3-a66c-6c57020417ac,865,,
394b5633-4453-4d82-9920-7e7061d119b2,4,LinkedIn,Link,Especially practice step reveal hot.,2022-10-18 13:12:00,2022-10-18,Weekday,13:12:00,Afternoon,,,,,
0c57edd2-fee7-49c3-b6b2-236e8c469bc6,1,Instagram,Link,Kind century use party cell.,2023-01-05 00:07:00,2023-01-05,Weekday,00:07:00,Night,,,,4105eb81-d691-4cb7-9896-b6f3846504f9,419
5064d3aa-b884-4b36-8519-44f88b51a0f3,3,Twitter,Image,Next power million film company wall personal.,2022-12-30 10:36:13,2022-12-30,Weekday,10:36:13,Morning,,,,,
9f632dfb-5dc2-4867-a8d7-ddfa6fee5f55,4,LinkedIn,Video,Bag collection trial situation.,2023-01-21 15:56:53,2023-01-21,Weekend,15:56:53,Afternoon,Positive,,,4bbe40d0-83f2-4287-b2bf-4363fad28cb7,420
e5b32ac4-ebfa-43f3-b7e2-1f191a8202fe,4,LinkedIn,Video,Administration behavior green.,2021-08-30 04:02:27,2021-08-30,Weekday,04:02:27,Night,,,,,
4a640355-2884-49d7-89c3-c2b3c2157c0f,3,Twitter,Video,Dark why foreign hospital factor pay.,2023-01-15 17:10:55,2023-01-15,Weekend,17:10:55,Afternoon,Positive,3cca799f-226a-4444-b202-32022bf71791,866,,
361aee77-71f8-47ba-bc16-96356ae56c08,1,Instagram,Link,Painting stand knowledge could official art arrive city.,2021-04-12 00:06:57,2021-04-12,Weekday,00:06:57,Night,,27e6f256-cdce-4b01-a5e8-673d5c345813,867,,
bf437f13-6468-4543-8799-7bc5faa5ef07,1,Instagram,Link,Yet speak back then south wait red you.,2021-11-09 15:30:51,2021-11-09,Weekday,15:30:51,Afternoon,,,,d0d87085-669b-483d-8b3e-d9d65dfcede4,421
8ca08099-6a49-4b44-9b51-b69fd105cad5,4,LinkedIn,Image,Final standard employee unit save those school.,2022-04-27 02:15:49,2022-04-27,Weekday,02:15:49,Night,,4a2ed9d9-29c0-45b8-8dc8-217c159797f1,868,,
4343b529-1094-4946-a719-e3b999c8e398,3,Twitter,Link,Explain hope material magazine born.,2023-04-19 09:38:37,2023-04-19,Weekday,09:38:37,Morning,Positive,,,,
6db77785-53f1-41b5-a6e2-bc46e348303d,1,Instagram,Video,Spring avoid keep fine.,2024-01-02 18:13:40,2024-01-02,Weekday,18:13:40,Evening,Neutral,d5a3ff0d-5068-4273-8690-472b4eb85438,869,,
98432865-4926-4a99-a767-9b696766143e,4,LinkedIn,Video,Blood hope around catch himself.,2022-08-28 19:33:50,2022-08-28,Weekend,19:33:50,Evening,,,,be6da36c-214b-424c-a479-b0b9a9e04cd8,422
460e08f8-0279-4c22-86c5-4b98c41222d7,2,Facebook,Image,Manage analysis explain often goal.,2021-03-29 17:14:39,2021-03-29,Weekday,17:14:39,Afternoon,Neutral,,,,
812686bb-9fb0-49e2-9643-2690f26a82ba,3,Twitter,Link,Tend want quite force.,2022-03-16 05:47:34,2022-03-16,Weekday,05:47:34,Night,Neutral,,,,
a623597e-1542-48b8-9358-947bc6a0ddfc,1,Instagram,Link,Either ball level Republican.,2022-04-16 13:45:31,2022-04-16,Weekend,13:45:31,Afternoon,,399514b3-0b91-4cd4-a474-4b09afd6bf66,870,2b0ebefb-2af6-405a-aa70-d50cdceb28ad,423
6ace5c1e-a0c2-49ce-9e6c-7e2af9bd1ff3,4,LinkedIn,Link,Miss development relationship.,2023-03-31 17:19:30,2023-03-31,Weekday,17:19:30,Afternoon,,8b305199-6500-4b6e-962e-063f67548bc3,871,,
3780d85c-1ae2-4557-a78f-09945ac3392d,1,Instagram,Link,Mrs weight without open whatever decide four go.,2022-12-07 06:07:39,2022-12-07,Weekday,06:07:39,Morning,,,,,
6973aee1-c425-4e60-978f-8c19996a857e,2,Facebook,Image,Article toward effort such he cold thought.,2022-01-20 05:35:54,2022-01-20,Weekday,05:35:54,Night,,,,,
154f28d9-6c2e-4642-89b3-d8e7906cb8ed,2,Facebook,Link,Word understand despite player.,2022-12-24 06:38:18,2022-12-24,Weekend,06:38:18,Morning,,,,,
40a01656-99a0-4df4-aea1-51544bde8b14,3,Twitter,Image,Table weight last mother list something term.,2023-04-15 07:49:24,2023-04-15,Weekend,07:49:24,Morning,Positive,,,,
b0f53504-8721-450e-9189-06409810c6b9,4,LinkedIn,Image,Call model treat despite democratic.,2023-02-24 04:32:22,2023-02-24,Weekday,04:32:22,Night,Positive,,,,
85362f51-0b4d-4490-aa15-f1114eea862c,4,LinkedIn,Image,Appear world still sometimes once quite machine paper.,2023-05-12 04:06:26,2023-05-12,Weekday,04:06:26,Night,,,,,
d8fa7bab-cca0-4eb9-96dd-a9271d9d1f04,2,Facebook,Image,Teacher structure main.,2021-11-08 01:25:49,2021-11-08,Weekday,01:25:49,Night,Neutral,cc719325-ca70-4615-ae29-ff1a4e4486fa,872,,
fade53c4-d985-42cb-b18d-f4b7be6c00b3,1,Instagram,Link,On ready three material capital.,2022-02-05 02:47:28,2022-02-05,Weekend,02:47:28,Night,Negative,,,,
8cf11b55-83cb-45ae-9931-a02509c37f23,4,LinkedIn,Video,Mention few up identify.,2021-03-12 06:57:55,2021-03-12,Weekday,06:57:55,Morning,Positive,,,,
0f08e472-71b6-4f3f-95f5-ba03a7e76c5d,2,Facebook,Image,Letter me because charge.,2023-12-11 13:28:59,2023-12-11,Weekday,13:28:59,Afternoon,Negative,,,,
87e44e81-a9d4-4299-a9c0-a704026f3d0c,3,Twitter,Link,Outside full big war strategy thought.,2023-03-27 01:41:00,2023-03-27,Weekday,01:41:00,Night,Negative,,,,
f368c251-6399-4470-b31f-b4118ed91d3c,4,LinkedIn,Link,Woman talk she.,2021-12-03 14:13:12,2021-12-03,Weekday,14:13:12,Afternoon,Neutral,,,,
1c40389d-e8f9-42a9-851a-2d26a2d8c59c,1,Instagram,Video,Part bring recently wide staff accept huge.,2022-04-23 17:02:55,2022-04-23,Weekend,17:02:55,Afternoon,,,,,
f237827f-c738-4feb-838e-3b58efaf6547,2,Facebook,Link,Relate us girl fish other environment threat.,2022-11-01 00:31:14,2022-11-01,Weekday,00:31:14,Night,,,,,
a2305256-a7da-4919-b6bf-40c9c1f4b068,2,Facebook,Image,Must everyone husband computer.,2022-11-01 06:01:20,2022-11-01,Weekday,06:01:20,Morning,Neutral,,,,
571c8911-5420-4bf2-82d0-180d70aac0b6,4,LinkedIn,Image,Whose experience face nice short writer hear like.,2021-09-18 10:19:22,2021-09-18,Weekend,10:19:22,Morning,,,,ddd5852c-80b6-46b5-9011-7b3554007e68,424
2873c7fa-f29b-44b3-81d5-d5d4fb113cd9,2,Facebook,Image,Machine every along.,2024-01-21 10:00:16,2024-01-21,Weekend,10:00:16,Morning,,,,,
543e6431-6697-4066-a260-25a86f467369,3,Twitter,Video,Though meet bag have pass.,2023-12-21 10:24:00,2023-12-21,Weekday,10:24:00,Morning,,,,,
76fe759f-55b4-4131-beaa-03ffa30e1870,4,LinkedIn,Image,Response big present perhaps pull film seat.,2021-06-25 19:59:49,2021-06-25,Weekday,19:59:49,Evening,,,,,
4c6446b2-cf8d-45cb-b12d-288316802212,1,Instagram,Video,Fine court national enter teach future within.,2022-09-29 08:06:04,2022-09-29,Weekday,08:06:04,Morning,,,,,
b2403f4e-93b8-4e97-9fc1-31a1a5cc4788,1,Instagram,Video,Improve writer throughout result rise difficult everybody maintain.,2022-09-18 12:40:58,2022-09-18,Weekend,12:40:58,Afternoon,,,,,
67a52c9e-d26a-43ca-a043-29b10436d5dd,3,Twitter,Link,Place light thousand couple wife sort second tell.,2023-10-02 00:42:09,2023-10-02,Weekday,00:42:09,Night,,,,,
856c916d-e13e-4b7d-88b4-6705766041a6,2,Facebook,Image,We away price do.,2023-12-19 08:51:59,2023-12-19,Weekday,08:51:59,Morning,Neutral,,,,
85e6412c-934b-4b6a-a873-14f631e7c81c,3,Twitter,Video,Base according test believe could try four leave.,2023-09-30 07:24:33,2023-09-30,Weekend,07:24:33,Morning,Positive,,,,
21eb0801-723a-4f93-b722-01ec40b4b552,1,Instagram,Image,This story alone hotel probably society.,2024-01-28 05:47:04,2024-01-28,Weekend,05:47:04,Night,,,,55ba479e-1553-4401-82fb-4774397a34b0,425
e7e868a5-4b7a-4ed0-a30e-bd3e9d3e643a,4,LinkedIn,Link,Early above computer.,2021-08-20 14:50:29,2021-08-20,Weekday,14:50:29,Afternoon,Negative,,,,
03f27320-c2e1-4060-8fa3-0ae5755dbc17,4,LinkedIn,Link,Option industry role later home operation my detail.,2021-12-12 01:03:52,2021-12-12,Weekend,01:03:52,Night,Negative,,,,
a3f29783-2368-42da-a985-c10517603cc4,3,Twitter,Link,Offer position ten mouth stop road small.,2021-04-03 07:52:28,2021-04-03,Weekend,07:52:28,Morning,,,,,
3ede36cf-1b75-4431-9ea1-2de662c00c4a,4,LinkedIn,Link,Move middle financial still seek take stock.,2022-09-11 16:04:01,2022-09-11,Weekend,16:04:01,Afternoon,Negative,8a73c20b-47e3-4c76-8a74-293edd0aaffe,873,,
4c131916-bfe7-4df9-9101-2b9e602e45d2,1,Instagram,Link,Drug boy when which computer party strategy.,2022-12-10 18:25:46,2022-12-10,Weekend,18:25:46,Evening,Negative,,,,
94e1562a-952c-41d5-85f1-5906856595d0,1,Instagram,Video,Instead while yeah environmental kid probably.,2023-10-28 08:55:24,2023-10-28,Weekend,08:55:24,Morning,Negative,,,,
654dcd58-fd70-4c79-b848-fddce6b7a151,3,Twitter,Image,Hand need experience parent.,2023-02-22 08:18:17,2023-02-22,Weekday,08:18:17,Morning,Negative,,,932b9bba-5e92-4771-ac07-5dc9ba242bca,426
f391f769-1666-4bab-8ed5-763d33f8cbc3,2,Facebook,Link,No remain season.,2022-02-19 10:35:55,2022-02-19,Weekend,10:35:55,Morning,,,,,
cb40660d-64d5-4f6b-bdf9-d1259fc171cc,3,Twitter,Image,Scientist boy drop public.,2023-09-17 15:07:10,2023-09-17,Weekend,15:07:10,Afternoon,,,,,
9ffb72e6-7227-4993-bcce-8c43c4154c01,2,Facebook,Link,Four its explain central near.,2023-03-15 19:27:01,2023-03-15,Weekday,19:27:01,Evening,,,,,
da62db0c-4651-432b-bdc3-2728a79969bd,1,Instagram,Link,Price create hair PM.,2021-05-24 18:28:10,2021-05-24,Weekday,18:28:10,Evening,Negative,,,,
9061d668-1e55-4fc7-b241-582bf0f287c5,2,Facebook,Image,I all money make.,2021-04-25 17:57:08,2021-04-25,Weekend,17:57:08,Afternoon,,,,975bf38f-46ae-4ff5-a92a-3e6d36ffc584,427
9e6e63e7-55d0-45a0-8e7d-57219be05956,4,LinkedIn,Link,Bill cup measure soldier.,2022-04-20 15:45:03,2022-04-20,Weekday,15:45:03,Afternoon,Negative,,,,
9ae4a173-bb14-4c3d-95b2-7bd1f4fb253b,2,Facebook,Link,Like natural field different standard use hundred.,2022-07-27 00:58:17,2022-07-27,Weekday,00:58:17,Night,,ea124e18-d2a8-44aa-b5df-50b7ce70ebe7,874,,
b5d3ac64-8695-4346-9a77-63e896b7c90e,2,Facebook,Image,Administration value beat fish.,2022-11-07 08:51:54,2022-11-07,Weekday,08:51:54,Morning,,,,,
368d1646-1629-4551-8aa2-8e25ffe2850a,4,LinkedIn,Video,Size computer measure step assume discover.,2023-08-19 10:02:01,2023-08-19,Weekend,10:02:01,Morning,,47bbea3f-177d-4d55-87ff-c40f732f7acf,875,,
da83a63b-4191-4e51-a004-bfc48c6a9c74,2,Facebook,Video,Require capital student grow field trade technology.,2024-02-14 17:55:52,2024-02-14,Weekday,17:55:52,Afternoon,,,,9feb192b-7eff-46e3-a810-807db6b62bf0,428
efa005be-9261-485a-ae6e-3bcb14a35a96,4,LinkedIn,Link,Morning community just rate pattern quite.,2021-03-13 20:44:26,2021-03-13,Weekend,20:44:26,Evening,Negative,,,,
43496013-f8e4-4356-ab75-90c4045e7d5d,1,Instagram,Link,Try common ago bed view window.,2022-02-03 23:48:14,2022-02-03,Weekday,23:48:14,Night,Positive,,,,
58891864-0104-436b-b85a-587cdc982052,1,Instagram,Link,Left range would near minute face return.,2021-05-11 01:13:33,2021-05-11,Weekday,01:13:33,Night,,,,,
daabb1ca-ad34-4c60-8d85-8e886528c052,3,Twitter,Image,Commercial sport number letter foreign college which.,2022-07-21 10:56:27,2022-07-21,Weekday,10:56:27,Morning,,,,,
62ed4daa-d3b8-40e6-a67f-60b08e4198c1,2,Facebook,Image,Design cut add international hope professor question exactly.,2021-04-29 03:08:12,2021-04-29,Weekday,03:08:12,Night,,2e330471-ea55-4f11-8387-7dbd309a41c9,876,,
451b5169-eea5-4088-8cd4-a1488700a3d0,1,Instagram,Video,Close put claim threat fill actually tax.,2023-03-10 16:51:37,2023-03-10,Weekday,16:51:37,Afternoon,,20c64978-27af-4efa-89c4-419172b63d0b,877,,
6535c33c-0cc3-421f-8417-631985dec56b,4,LinkedIn,Link,Central month southern history federal rate.,2023-10-28 00:23:52,2023-10-28,Weekend,00:23:52,Night,Negative,1dafd3e0-5193-4eb3-8fa3-eb6156d27365,878,,
bf450b66-f6b3-42a4-97b5-48b2d5e99998,4,LinkedIn,Link,Let move follow day upon leave.,2023-05-11 04:52:54,2023-05-11,Weekday,04:52:54,Night,,,,,
261e4e3e-ba22-4c9c-91ea-6d416ffcee70,3,Twitter,Image,Control PM magazine attack.,2023-01-15 21:29:40,2023-01-15,Weekend,21:29:40,Evening,Neutral,,,,
271a27e8-5d52-44a9-a5dd-ffab4a3d4a75,4,LinkedIn,Image,Travel many form true edge every color.,2021-03-29 06:32:58,2021-03-29,Weekday,06:32:58,Morning,Positive,,,,
8a7ad8fc-9bca-4a07-b079-17abeff6d200,2,Facebook,Video,Condition stop political support better any put hotel.,2022-03-01 10:03:23,2022-03-01,Weekday,10:03:23,Morning,,,,,
c8c83ce2-f8d1-4464-b5ed-d637c5979e04,2,Facebook,Link,Doctor toward interview cell.,2022-01-19 19:14:16,2022-01-19,Weekday,19:14:16,Evening,Neutral,,,,
212fe106-6752-47ff-aa03-a66bc5d5aa7e,1,Instagram,Image,Necessary field say nearly religious newspaper.,2022-03-21 03:58:02,2022-03-21,Weekday,03:58:02,Night,,,,,
2f2331f8-a86f-472d-ad0b-76eeb761c561,2,Facebook,Image,Enough bank special despite.,2022-01-31 10:35:42,2022-01-31,Weekday,10:35:42,Morning,Negative,,,,
4f012e34-2a8a-4d30-9c31-4f5f0fcc276c,4,LinkedIn,Image,Run operation issue.,2024-03-02 20:25:30,2024-03-02,Weekend,20:25:30,Evening,Neutral,,,,
8572079a-9a4e-434a-971b-3be8f63a303c,4,LinkedIn,Video,Concern rise hope paper against magazine whose follow.,2023-04-25 17:31:56,2023-04-25,Weekday,17:31:56,Afternoon,,d873cc82-685b-4448-a120-5da355d6bc34,879,,
4986154a-b79a-459a-9a4c-ca6d18f0dae9,3,Twitter,Link,Box their large trip.,2022-12-09 03:09:02,2022-12-09,Weekday,03:09:02,Night,,,,,
dd223712-f836-4fb4-9454-c8cc575c03f7,3,Twitter,Image,Well go continue know along.,2021-12-16 23:38:09,2021-12-16,Weekday,23:38:09,Night,Negative,,,,
ad95f587-d750-4fc3-8c16-2a453050fbc8,1,Instagram,Link,Away simple cold seem.,2023-03-17 09:41:59,2023-03-17,Weekday,09:41:59,Morning,,,,,
3377d587-4e9e-47ab-9e25-31ba7c4bc6e2,3,Twitter,Image,Writer possible soldier certain make.,2021-03-29 00:20:46,2021-03-29,Weekday,00:20:46,Night,,0b088de6-08c4-4e7e-921b-4c0fcf016810,880,,
548911f4-e98c-4366-a6ca-96dfc5fe4076,1,Instagram,Image,Career choice help window six million.,2021-09-10 12:05:46,2021-09-10,Weekday,12:05:46,Afternoon,Negative,,,,
e1196c6b-af41-4804-8bf8-43201f27a25b,3,Twitter,Video,Significant level loss site by.,2021-10-17 23:01:04,2021-10-17,Weekend,23:01:04,Night,,,,,
2d638e97-c184-4eae-8e82-f6dca0fcd8d8,1,Instagram,Link,Administration science wear that.,2021-09-28 08:02:17,2021-09-28,Weekday,08:02:17,Morning,Positive,,,,
5e455176-cd3a-464b-94f8-4e29b4a50469,2,Facebook,Link,Region along possible certain owner debate Republican.,2021-09-07 03:04:44,2021-09-07,Weekday,03:04:44,Night,Negative,,,,
b6105bd1-a698-49f8-837b-b17088a853ff,4,LinkedIn,Link,Almost not Republican choice.,2022-04-22 15:49:34,2022-04-22,Weekday,15:49:34,Afternoon,Neutral,7c755f12-d123-4b6c-bc4b-6ad55306a93a,881,,
c6d97e3f-3e11-43ed-aefb-9221edb2b5b8,2,Facebook,Video,Check reveal consider rock plant pretty.,2023-11-10 20:20:15,2023-11-10,Weekday,20:20:15,Evening,Negative,,,,
4b86c8b1-0d80-4f7f-b965-3470c3c5a219,4,LinkedIn,Link,Pressure they book.,2022-07-14 11:38:41,2022-07-14,Weekday,11:38:41,Morning,Neutral,642e7ac3-1094-4a33-babf-9db381021d43,882,b9f82425-3633-4bc7-aa63-de6fe188ea0f,429
18ca020d-635e-4a90-9abe-56a6c90fdf20,4,LinkedIn,Video,Population occur or card before find family.,2022-08-17 19:17:26,2022-08-17,Weekday,19:17:26,Evening,Neutral,,,,
61ef8e85-059e-4c00-a993-320e5f4ba097,4,LinkedIn,Image,Same brother unit.,2021-08-26 21:45:07,2021-08-26,Weekday,21:45:07,Evening,,c45c8fd5-e1a9-47c0-8a36-dd4cde824ef1,883,,
5e63bb1c-8601-4885-b3db-9ce8073d260b,3,Twitter,Link,My position perform add.,2023-05-18 11:49:10,2023-05-18,Weekday,11:49:10,Morning,,,,,
dc2a8182-2b91-40b5-b9bb-83a8858e1feb,4,LinkedIn,Video,Daughter show reduce possible card there drive ball.,2023-09-05 16:00:49,2023-09-05,Weekday,16:00:49,Afternoon,Positive,,,,
407c8373-4012-40b6-ad6d-e599e4ca7f8b,2,Facebook,Video,They drop store major receive prevent.,2023-07-07 18:23:52,2023-07-07,Weekday,18:23:52,Evening,Positive,,,,
6ed9553c-e72b-4335-9d8b-a371cee178a7,4,LinkedIn,Image,His product section believe western red.,2022-01-11 05:36:39,2022-01-11,Weekday,05:36:39,Night,,290d4256-1a7f-4ee1-a1b3-8646b76325f1,884,,
7ab655fc-d1b5-47f1-a509-c4fd823c8e5e,4,LinkedIn,Video,Official suggest reach.,2021-09-21 15:04:56,2021-09-21,Weekday,15:04:56,Afternoon,Neutral,,,,
c7ec37f3-c5aa-4043-bfa6-1fa1b0e2d057,1,Instagram,Video,Citizen able effort include or believe hear.,2021-09-06 11:05:45,2021-09-06,Weekday,11:05:45,Morning,,,,c67c92ce-bf29-4e4d-a670-3d32fec76d92,430
